Registro no CAR;Houve Retificação?;Aderiu ao PRA?;Bioma;% do Bioma;Défice Reserva Legal;Cidade;Estado;Latitude;Longitude;Data de Registro;Data da Última Retificação;Data de Análise;Status do Imóvel;Tipo de Imóvel;Situação;Condição;Condição PRA;Área;Módulo Fiscal;Área total de remanescentes de vegetação nativa;Área total de uso consolidado;Área total de servidão administrativa;Situação RL;Área de reserva legal averbada vetorizada;Área de reserva legal aprovada não averbada vetorizada;Área de reserva legal proposta vetorizada;Total de reserva legal declarada pelo proprietário/possuidor;Áreas de preservação permanente;Área de uso restrito
MT-5101902-8E84B4F892FC495398241AE81A7195DB;Sim;Sim;Amazônia;80;857,5816;Brasnorte;MT;"12°54'39,02"" S";"58°03'54,18"" O";19/08/2016;25/08/2016;--;Ativo;IRU;AT;Aguardando análise;--;1071,977;10,7198;0;1071,976969;0;Não Analisada;0;0;0;0;0;0
MT-5101902-9662E3DB409E4AD683B1A8D8FA722E9F;Sim;Sim;Amazônia;80;2650,486909;Brasnorte;MT;"13°00'10,26"" S";"58°04'23,38"" O";21/10/2014;25/08/2016;--;Ativo;IRU;AT;Aguardando análise;--;4147,9986;41,48;650,5103884;3494,537845;0;Não Analisada;0;0;650,5104;650,5104;17,4015713;0
MT-5101902-F552BCC1F145460A8B951D60DAFC8131;Sim;Sim;Amazônia;80;30,83112;Brasnorte;MT;"11°39'43,52"" S";"58°20'19,01"" O";02/06/2016;05/08/2018;--;Ativo;IRU;AT;Aguardando análise;--;967,6859;9,68;708,1404;253,5867;0;Não Analisada;0;708,1403;0;708,1403;35,1773;0
MT-5101902-DC73D458D46C4D9F9C4A3842921DDCED;Sim;Sim;Amazônia;80;431,5986313;Brasnorte;MT;"11°32'28,27"" S";"58°19'26,4"" O";04/05/2015;29/08/2016;--;Ativo;IRU;AT;Aguardando análise;--;5108,8939;51,0889;3862,812446;1206,598419;21,0184243;Não Analisada;0;0;3428,5266;3428,5266;226,9898887;0
MT-5101902-498DF15D6C994837959EC95A2952BB8A;Nâo;Sim;Amazônia;80;3017,60776;Brasnorte;MT;"12°15'15,67"" S";"57°56'03,87"" O";04/06/2016;04/06/2016;30/08/2016;Pendente;IRU;PE;Analisado com pendências, aguardando retificação;--;3772,0097;37,7201;0;0;0;Não Analisada;0;0;0;0;0;0
MT-5101902-D309DB38B1974BE5AAE531EE5932591B;Nâo;Nâo;Amazônia;80;664,1017785;Brasnorte;MT;"12°42'19,93"" S";"58°06'46,07"" O";20/10/2014;20/10/2014;--;Ativo;IRU;AT;Aguardando análise;--;1182,8526;11,8285;257,2063271;0;0;Não Analisada;0;0;257,2063;257,2063;24,97400151;0
MT-5101902-480B37721A8E4939968D20A1651B06D6;Sim;Sim;Amazônia;80;88,5044;Brasnorte;MT;"12°09'49"" S";"58°02'11,09"" O";22/10/2014;05/01/2021;--;Ativo;IRU;AT;Aguardando análise;--;445,421;4,45;254,8859;190,1112;0;Não Analisada;0;254,8859;0;254,8859;12,9465;0
MT-5101902-52C71364695D49F2B669CC5BECCF4713;Nâo;Sim;Amazônia;80;321,18712;Brasnorte;MT;"12°24'32,45"" S";"58°17'02,27"" O";29/05/2019;29/05/2019;--;Ativo;IRU;AT;Aguardando análise;--;947,3104;9,47;425,5473;518,5282;0;Não Analisada;0;425,5473;0;425,5473;11,1139;0
MT-5101902-431E406EF6F949CF86D789D786505582;Sim;Sim;Amazônia;80;197,25632;Brasnorte;MT;"11°31'02,33"" S";"58°15'57,99"" O";21/09/2015;20/12/2019;--;Ativo;IRU;AT;Aguardando análise;--;5248,1574;52,48;4134,156;1103,0835;0;Não Analisada;3725,8837;0;0;3725,8837;275,3859;0
MT-5101902-67188B5FF6A34E92BD3CF75EC3BCFFF5;Nâo;Sim;Amazônia;80;25,77109992;Brasnorte;MT;"12°47'16,07"" S";"58°13'30,55"" O";15/09/2016;15/09/2016;--;Ativo;IRU;AT;Aguardando análise;--;500;5;359,3493456;138,0979391;0;Não Analisada;0;0;359,3493;359,3493;14,87960008;0
MT-5101902-DE290115D5C44D1B8325487079075F37;Nâo;Sim;Amazônia;80;645,4738602;Brasnorte;MT;"12°46'01,58"" S";"58°15'00,36"" O";15/09/2016;15/09/2016;--;Ativo;IRU;AT;Aguardando análise;--;1348,8017;13,488;0;945,6958995;0;Não Analisada;0;0;396,9922;396,9922;36,57529976;0
MT-5101902-7EB99147E3A24D8B89EA615166F53C3D;Sim;Sim;Amazônia;80;103,34334;Brasnorte;MT;"12°06'59,86"" S";"58°04'09,76"" O";19/10/2014;29/01/2020;--;Ativo;IRU;AT;Aguardando análise;--;851,0928;8,51;547,1683;298,7097;0;Não Analisada;0;547,1745;0;547,1745;30,3564;0
MT-5101902-8CEA347EC4DB4D1CACB90F3C6F7EC1DD;Nâo;Sim;Amazônia;80;867,7947;Brasnorte;MT;"12°55'31,36"" S";"57°19'10,54"" O";05/08/2018;05/08/2018;--;Ativo;IRU;AT;Aguardando análise;--;2090,8125;20,91;729,5309;1356,8019;0;Não Analisada;0;729,5309;0;729,5309;75,3244;0
MT-5101902-821AA6264483414D968A85326A91459B;Nâo;Nâo;Amazônia;80;253,2418796;Brasnorte;MT;"12°43'20,33"" S";"58°22'34,47"" O";15/10/2016;15/10/2016;--;Ativo;IRU;AT;Aguardando análise;--;929,9048;9,2991;0;462,065466;0;Não Analisada;0;0;463,2668;463,2668;27,41516043;0
MT-5101902-B8DDBF9EF048473A86AB3319736A5894;Sim;Nâo;Amazônia;80;-6,678064165;Brasnorte;MT;"12°07'50,14"" S";"58°20'05,17"" O";22/10/2014;24/10/2016;--;Ativo;IRU;AT;Aguardando análise;--;974,4579;9,7446;190,6442823;0;0;Não Analisada;0;0;783,3862;783,3862;2,858184165;0
MT-5101902-31757793DAB545E1B90DBB9CC2E768B4;Nâo;Sim;Amazônia;80;156,5032972;Brasnorte;MT;"12°52'20,07"" S";"58°19'58,26"" O";21/10/2016;21/10/2016;--;Ativo;IRU;AT;Aguardando análise;--;404,5452;4,0455;260,4983064;0;0;Não Analisada;0;0;141,5908;141,5908;25,54206283;0
MT-5101902-AFA74374BE9247FF86FADF4C80A1A56E;Nâo;Sim;Amazônia;80;376,2245514;Brasnorte;MT;"12°50'51,88"" S";"58°18'44,78"" O";21/10/2016;21/10/2016;--;Ativo;IRU;AT;Aguardando análise;--;983,7102;9,8371;631,5623897;0;0;Não Analisada;0;0;344,2986;344,2986;66,44500863;0
MT-5101902-15D9430F63214784BA798374EBBCA1F9;Nâo;Sim;Amazônia;80;141,0026849;Brasnorte;MT;"12°05'49,68"" S";"58°13'30,44"" O";07/11/2016;07/11/2016;--;Ativo;IRU;AT;Aguardando análise;--;499,6794;4,9968;253,4177741;245,3741508;0;Não Analisada;253,4178;0;0;253,4178;5,32303509;0
MT-5101902-9F4DCDCD566E42BDABBA2EDCBDC90E2A;Sim;Sim;Amazônia;80;1001,66052;Brasnorte;MT;"13°11'53,86"" S";"57°43'34,97"" O";20/10/2014;30/01/2020;19/12/2019;Ativo;IRU;AT;Aguardando análise;--;2403,2739;24,03;1801,2028;597,9844;0;Não Analisada;0;839,8065;0;839,8065;81,1521;0
MT-5101902-7F7552209A8D496A8C6DAB5CDC3EF395;Sim;Sim;Amazônia;80;614,89638;Brasnorte;MT;"11°40'16,74"" S";"58°06'31,83"" O";20/10/2014;05/08/2018;--;Ativo;IRU;AT;Aguardando análise;--;3507,6421;35,08;2060,9922;1442,3448;0;Não Analisada;0;2060,9922;0;2060,9922;130,2251;0
MT-5101902-A88067C60DCA47CA803A78A5DE344DEF;Nâo;Nâo;Amazônia;80;148,99012;Brasnorte;MT;"12°49'15,42"" S";"58°18'58,94"" O";24/11/2016;24/11/2016;--;Ativo;IRU;AT;Aguardando análise;--;490,0884;4,9009;0;246,7178239;0;Não Analisada;0;0;243,0806;243,0806;0;0
MT-5101902-5C51A1B9F87B47F188331FB36E56E11E;Sim;Sim;Amazônia;80;609,39876;Brasnorte;MT;"12°38'31,46"" S";"57°35'11,45"" O";13/01/2016;06/08/2018;15/07/2016;Pendente;IRU;PE;Aguardando análise;--;1603,0222;16,03;1352,2136;247,989;0;Não Analisada;0;616,3831;0;616,3831;56,6359;0
MT-5101902-8AFFF334642148B29074E5EB72671429;Nâo;Nâo;Amazônia;80;913,59424;Brasnorte;MT;"12°44'40,35"" S";"58°17'39,87"" O";28/09/2016;28/09/2016;01/02/2017;Pendente;IRU;PE;Analisado com pendências, aguardando retificação;--;1141,9928;11,4199;0;0;0;Não Analisada;0;0;0;0;0;0
MT-5101902-BA0D1157182E4403AD2A3A139906862A;Sim;Sim;Amazônia;80;122,39976;Brasnorte;MT;"12°09'45,64"" S";"58°10'17,18"" O";22/10/2014;05/10/2019;--;Ativo;IRU;AT;Aguardando análise;--;474,5177;4,75;197,0731;275,6815;0;Não Analisada;109,588;87,4851;0;197,0731;60,1413;0
MT-5101902-C386D5C27D5644399437BB49C88E33E9;Sim;Sim;Amazônia;80;270,3045835;Brasnorte;MT;"12°28'00,15"" S";"58°05'03,22"" O";22/10/2014;29/11/2016;--;Ativo;IRU;AT;Aguardando análise;--;644,144;6,4414;608,4059941;33,83858209;0;Não Analisada;0;0;233,6293;233,6293;11,38131645;0
MT-5101902-B87BE8B9D85E40B282FDC8C5E74D7297;Sim;Sim;Amazônia;80;528,7653442;Brasnorte;MT;"12°30'35,74"" S";"58°04'06,02"" O";22/10/2014;14/11/2016;24/02/2017;Ativo;IRU;AT;Analisado sem pendências;--;1251,3063;12,5131;1248,688261;0;0;Aprovada;0;0;456,5827;456,5827;15,69699581;0
MT-5101902-AE4033D005AD4B35AA4CE5F4B4745197;Nâo;Nâo;Amazônia;80;437,7649508;Brasnorte;MT;"12°20'22,34"" S";"58°04'01,4"" O";19/10/2014;19/10/2014;09/12/2016;Ativo;IRU;AT;Analisado com pendências, aguardando retificação;--;2064,0215;20,6402;1126,618961;0;0;Não Analisada;1126,6189;0;0;1126,6189;86,83334919;0
MT-5101902-3FE27EA567584FF999F31BBFF8C646DF;Nâo;Nâo;Amazônia;80;178,0273678;Brasnorte;MT;"12°59'57,14"" S";"58°07'17,87"" O";19/10/2014;19/10/2014;--;Pendente;IRU;PE;Aguardando análise;--;1233,9371;12,3394;620,9137494;0;0;Não Analisada;0;0;620,9137;620,9137;188,2086122;0
MT-5101902-7792D2717C504DFABB21A82BE2C7F696;Nâo;Nâo;Amazônia;80;191,5044405;Brasnorte;MT;"13°00'31,04"" S";"58°06'10,33"" O";21/10/2014;21/10/2014;--;Pendente;IRU;PE;Aguardando análise;--;431,582;4,3158;120,5666775;0;0;Não Analisada;0;0;120,5667;120,5667;33,1944595;0
MT-5101902-A2A13608B35341AD83CA44B578D97ECB;Nâo;Nâo;Amazônia;80;487,6924053;Brasnorte;MT;"13°00'29,33"" S";"58°06'41,03"" O";22/10/2014;22/10/2014;--;Pendente;IRU;PE;Aguardando análise;--;1295,0656;12,9507;441,1944732;0;0;Não Analisada;0;0;441,1945;441,1945;107,1655747;0
MT-5101902-6E6B1E75AA12497D8A10BC645473400D;Nâo;Nâo;Amazônia;80;-528,7690164;Brasnorte;MT;"11°30'42,28"" S";"58°19'02,94"" O";22/10/2014;22/10/2014;--;Pendente;IRU;PE;Aguardando análise;--;1848,6726;18,4867;1755,373447;0;0;Não Analisada;0;0;1755,3734;1755,3734;252,3336964;0
MT-5101902-F07394CA541A40FF9220463BC899C0C1;Sim;Sim;Amazônia;80;337,72104;Brasnorte;MT;"12°58'56,78"" S";"58°10'25,1"" O";22/10/2014;20/08/2019;--;Ativo;IRU;AT;Aguardando análise;--;849,2308;8,49;831,088;17,3981;0;Não Analisada;0;318,6541;0;318,6541;23,0095;0
MT-5101902-78E1819DF41540D695178CF019856852;Nâo;Sim;Amazônia;80;165,3383599;Brasnorte;MT;"12°52'55,66"" S";"58°12'32,79"" O";18/12/2016;18/12/2016;06/02/2017;Pendente;IRU;PE;Analisado com pendências, aguardando retificação;--;1216,1407;12,1614;790,5227774;422,7671277;0;Não Analisada;0;0;790,5228;790,5228;17,05140011;0
MT-5101902-EA33342FAAF3494BAB015FFBD32CC8D3;Sim;Sim;Amazônia;80;399,8815;Brasnorte;MT;"12°11'57,3"" S";"58°01'57,27"" O";19/10/2014;07/05/2019;24/06/2020;Cancelado;IRU;CA;Cancelado por decisão administrativa;--;1050,709;10,51;413,9141;633,2555;0;Não Analisada;0;413,9141;0;413,9141;26,7716;0
MT-5101902-738B6320A7E949E3B0C01DCF3C490C1E;Sim;Sim;Amazônia;80;-41,72386;Brasnorte;MT;"11°48'46,73"" S";"58°22'28,08"" O";19/12/2016;22/12/2016;--;Pendente;IRU;PE;Aguardando análise;--;500,3368;5,0034;441,9933391;58,33201275;0;Não Analisada;0;0;441,9933;441,9933;0;0
MT-5101902-BCEA541C798B4C35B049DADC20292915;Sim;Sim;Amazônia;80;-325,26738;Brasnorte;MT;"12°34'15,08"" S";"57°35'15,22"" O";29/10/2014;07/08/2018;30/09/2016;Pendente;IRU;PE;Aguardando análise;--;1627,9784;16,28;1477,7574;55,6282;0;Não Analisada;0;1419,8765;0;1419,8765;207,7736;0
MT-5101902-9FD8D4719D4640DA8E1B4D9AB32857FE;Nâo;Sim;Amazônia;80;-85,75368;Brasnorte;MT;"12°40'03,65"" S";"58°22'17,97"" O";25/11/2018;25/11/2018;--;Ativo;IRU;AT;Aguardando análise;--;496,1979;4,96;457,9283;33,1485;0;Não Analisada;0;457,9283;0;457,9283;24,7837;0
MT-5101902-01EE65A4D4F5463BA00D06A629B5E1AE;Sim;Nâo;Amazônia;80;340,76046;Brasnorte;MT;"12°34'57,69"" S";"57°47'48,04"" O";03/01/2017;04/01/2017;--;Pendente;IRU;PE;Aguardando análise;--;757,2422;7,5724;265,0332873;492,2062887;0;Não Analisada;0;0;265,0333;265,0333;0;0
MT-5101902-98BBC189A1E740DF940AE28AAC0AD02E;Sim;Sim;Amazônia;80;258,6791;Brasnorte;MT;"13°08'15,77"" S";"57°42'02,47"" O";20/10/2014;29/07/2019;--;Ativo;IRU;AT;Aguardando análise;--;837,353;8,37;390,7948;445,4783;0;Não Analisada;0;390,7947;0;390,7947;20,4086;0
MT-5101902-FBF2FD8407A94D0C99BC6CC10723C023;Sim;Sim;Amazônia;80;-392,2405571;Brasnorte;MT;"13°03'58,9"" S";"57°25'47,09"" O";22/10/2014;31/01/2017;--;Ativo;IRU;AT;Aguardando análise;--;6222,3581;62,2236;4960,371489;1245,027882;0;Não Analisada;0;0;4960,3715;4960,3715;409,7555371;0
MT-5101902-2C9A99D428FC4D948A0285799D0F0D70;Nâo;Sim;Amazônia;80;995,0157123;Brasnorte;MT;"12°34'39,44"" S";"57°49'39,46"" O";26/01/2017;26/01/2017;--;Ativo;IRU;AT;Aguardando análise;--;2226,0188;22,2602;952,5653707;1272,322883;0;Não Analisada;0;0;779,1065;779,1065;6,692827731;0
MT-5101902-322586292FB74B67A254E865BB50F82C;Sim;Sim;Amazônia;80;305,3980497;Brasnorte;MT;"13°10'40,65"" S";"58°02'49,7"" O";29/04/2015;30/01/2017;--;Ativo;IRU;AT;Aguardando análise;--;434,6079;4,3461;0;398,4456754;0;Não Analisada;0;0;34,2064;34,2064;8,081870349;0
MT-5101902-FBC0BA2BEB134A0EB55F64FAD45ACE31;Sim;Sim;Amazônia;80;255,90282;Brasnorte;MT;"13°08'32,79"" S";"57°42'05,23"" O";20/10/2014;29/07/2019;--;Ativo;IRU;AT;Aguardando análise;--;967,4024;9,67;489,3085;476,9872;0;Não Analisada;0;489,3085;0;489,3085;28,7106;0
MT-5101902-1AF5482AB05E4745BF243CEB95140190;Sim;Sim;Amazônia;80;1453,6305;Brasnorte;MT;"12°46'23,97"" S";"58°05'42,76"" O";20/10/2014;06/08/2018;--;Ativo;IRU;AT;Aguardando análise;--;2100,4255;21;219,0824;1880,9106;0;Não Analisada;0;219,0824;0;219,0824;7,6275;0
MT-5101902-D7B1BE78A1914220A18B2901145C26B5;Sim;Sim;Amazônia;80;968,76916;Brasnorte;MT;"11°44'31,19"" S";"58°03'41,24"" O";20/10/2014;30/01/2020;--;Ativo;IRU;AT;Aguardando análise;--;1960,8942;19,61;445,2343;1508,0307;0;Não Analisada;0;445,2343;0;445,2343;154,7119;0
MT-5101902-3B08DEEDA1DA4DFB9DB01169122E5DEC;Sim;Nâo;Amazônia;80;-323,2188;Brasnorte;MT;"12°51'02,54"" S";"57°26'12,24"" O";05/11/2014;06/08/2018;--;Ativo;IRU;AT;Aguardando análise;--;5202,581;52,03;4215,8441;976,9466;0;Não Analisada;0;4215,8441;0;4215,8441;269,4395;0
MT-5101902-6FFD280BA39A4B808BC9BFCBB084056E;Sim;Sim;Amazônia;80;3240,529628;Brasnorte;MT;"12°45'38,76"" S";"57°43'18,12"" O";05/12/2014;08/02/2017;--;Ativo;IRU;AT;Aguardando análise;--;8916,4491;89,1645;0;5154,495248;0;Não Analisada;0;0;3735,6659;3735,6659;156,9637515;0
MT-5101902-EDE7A52B00C64D8D9B02927A601DE401;Sim;Nâo;Amazônia;80;454,77812;Brasnorte;MT;"13°07'30,56"" S";"57°41'21,18"" O";21/01/2015;29/07/2019;--;Ativo;IRU;AT;Aguardando análise;--;1147,7414;11,48;450,7809;696,3774;0;Não Analisada;0;450,7809;0;450,7809;12,6341;0
MT-5101902-0268C11452AE4E62B37091BFDCD4143E;Sim;Sim;Amazônia;80;1534,30316;Brasnorte;MT;"13°06'11,02"" S";"57°43'51,83"" O";22/10/2014;29/07/2019;--;Ativo;IRU;AT;Aguardando análise;--;4643,9237;46,44;2140,982;2501,649;0;Não Analisada;0;2140,982;0;2140,982;39,8538;0
MT-5101902-39D99FD824B04740B487F32D513097E5;Sim;Sim;Amazônia;80;6965,28388;Brasnorte;MT;"11°44'33,28"" S";"58°07'04,37"" O";21/10/2014;12/02/2020;--;Ativo;IRU;AT;Aguardando análise;--;10914,9541;109,15;1519,5024;9284,734;0;Não Analisada;0;1519,5024;0;1519,5024;247,177;0
MT-5101902-E52DDECA3B7F4708BA4051991A5BE90D;Sim;Sim;Amazônia;80;600,00184;Brasnorte;MT;"12°36'25,18"" S";"57°49'21,5"" O";20/01/2017;11/02/2017;--;Ativo;IRU;AT;Aguardando análise;--;1000,0028;10;200,0004336;799,9997996;0;Não Analisada;0;0;200,0004;200,0004;0;0
MT-5101902-751F20F8282D4DA6A4750A33D7E4F962;Sim;Sim;Amazônia;80;3,47844;Brasnorte;MT;"12°07'38,48"" S";"58°14'38,03"" O";22/10/2014;06/08/2018;--;Ativo;IRU;AT;Aguardando análise;--;497,3348;4,97;380,6512;116,3961;0;Não Analisada;380,6512;0;0;380,6512;13,7382;0
MT-5101902-3E799C55C7A84DC0ACB915E9EA92AB70;Sim;Sim;Amazônia;80;475,13468;Brasnorte;MT;"11°45'11,37"" S";"58°13'15,75"" O";04/05/2015;23/02/2021;--;Ativo;IRU;AT;Aguardando análise;--;657,7961;6,58;26,9278;623,9591;0;Não Analisada;0;26,9278;0;26,9278;24,1744;0
MT-5101902-3EEC71CE48C349669D7F74D8A912569B;Sim;Sim;Amazônia;80;3326,158869;Brasnorte;MT;"12°22'31,33"" S";"58°09'18,72"" O";20/10/2014;14/01/2016;--;Ativo;IRU;AT;Aguardando análise;--;10175,4388;101,7544;4561,770348;5570,941948;0;Não Analisada;4561,7703;0;0;4561,7703;252,4218713;0
MT-5101902-E2FAB5BABD44435B8D44A2780CA61638;Sim;Sim;Amazônia;80;251,0128;Brasnorte;MT;"12°51'40,59"" S";"58°04'55,92"" O";11/03/2015;22/10/2019;13/04/2020;Cancelado;IRU;CA;Cancelado por decisão administrativa;--;408,1855;4,08;59,849;345,3099;0;Não Analisada;0;59,849;0;59,849;15,6866;0
MT-5101902-90EF81130A6D4BE6B649E7A9E6D1E58D;Sim;Sim;Amazônia;80;197,84404;Brasnorte;MT;"12°11'52,23"" S";"58°00'18,08"" O";31/10/2014;04/08/2018;--;Ativo;IRU;AT;Aguardando análise;--;590,6003;5,91;247,9733;338,0413;0;Não Analisada;0;247,9733;0;247,9733;26,6629;0
MT-5101902-3B2631125AD04405AF1A4CC3FABF9152;Sim;Sim;Amazônia;80;761,4715098;Brasnorte;MT;"12°29'36,22"" S";"58°03'48,29"" O";22/10/2014;08/03/2017;14/02/2017;Ativo;IRU;AT;Aguardando análise;--;1755,2303;17,5523;1736,864224;3,802851645;0;Não Analisada;0;0;629,1365;629,1365;13,57623019;0
MT-5101902-27BCC8B404754724BE5250BDC9A6780B;Nâo;Sim;Amazônia;80;226,42622;Brasnorte;MT;"12°52'12,91"" S";"57°23'08,71"" O";27/04/2020;27/04/2020;27/04/2020;Cancelado;IRU;CA;Cancelado por decisão administrativa;--;400,0059;4;93,5785;306,4274;0;Não Analisada;93,5785;0;0;93,5785;0;0
MT-5101902-81AFE3550EE4483BAA4549BC7F666885;Sim;Sim;Amazônia;80;310,62398;Brasnorte;MT;"13°09'24,67"" S";"58°08'17,55"" O";05/08/2018;02/10/2018;--;Ativo;IRU;AT;Aguardando análise;--;661,8576;6,62;210,3584;451,2321;0;Não Analisada;210,3584;0;0;210,3584;8,5037;0
MT-5101902-BB34FC258BEF43E9A751EB1CF8E114BC;Nâo;Sim;Amazônia;80;526,8576985;Brasnorte;MT;"12°51'15,3"" S";"58°13'44,24"" O";30/03/2017;30/03/2017;--;Ativo;IRU;AT;Aguardando análise;--;1216,1407;12,1614;779,2580086;433,4819731;0;Não Analisada;0;0;425,6521;425,6521;20,40276147;0
MT-5101902-B263AFC0AE4C402B9566CC4338E646CD;Sim;Sim;Amazônia;80;-87,35572;Brasnorte;MT;"11°49'53,07"" S";"58°09'27,92"" O";03/04/2019;10/04/2020;--;Ativo;IRU;AT;Aguardando análise;--;2304,6986;23,05;2303,2037;0;0;Não Analisada;1842,5867;0;0;1842,5867;88,5279;0
MT-5101902-430493EFC60F4FE9B7BB2EACA5CEC6BD;Sim;Sim;Amazônia;80;354,46936;Brasnorte;MT;"12°08'22,26"" S";"58°07'06,56"" O";20/10/2014;29/07/2019;--;Ativo;IRU;AT;Aguardando análise;--;887,8832;8,88;315,7469;571,3732;0;Não Analisada;315,7469;0;0;315,7469;40,0903;0
MT-5101902-1116A9E2AAAF42759C20567C01BFEB8B;Nâo;Sim;Amazônia;80;12,58752;Brasnorte;MT;"13°04'49,42"" S";"57°38'56,38"" O";23/11/2018;23/11/2018;--;Ativo;IRU;AT;Aguardando análise;--;407,0844;4,07;304,8368;101,9756;0;Não Analisada;0;304,8368;0;304,8368;8,2432;0
MT-5101902-3464D00BB5614C669101E244B83AB2F1;Nâo;Sim;Amazônia;80;-37,5631;Brasnorte;MT;"13°05'09,98"" S";"57°38'53,11"" O";23/11/2018;23/11/2018;--;Ativo;IRU;AT;Aguardando análise;--;402,4555;4,02;351,4054;50,7967;0;Não Analisada;0;351,4054;0;351,4054;8,1221;0
MT-5101902-29618561D33141C8AD2D5B05FEA9716D;Sim;Sim;Amazônia;80;-42,83924;Brasnorte;MT;"11°56'09,63"" S";"57°55'24,99"" O";10/02/2021;18/02/2021;--;Ativo;IRU;AT;Aguardando análise;--;595,5337;5,96;594,5126;0,6732;0;Não Analisada;0;477,6972;0;477,6972;41,569;0
MT-5101902-0A4EC36096D64CE2AD392ED16D362C48;Sim;Nâo;Amazônia;80;335,12002;Brasnorte;MT;"12°23'30,09"" S";"58°03'31,24"" O";04/08/2018;27/09/2018;--;Ativo;IRU;AT;Aguardando análise;--;1055,7384;10,56;1048,7382;2,0857;0;Não Analisada;0;456,8346;0;456,8346;52,6361;0
MT-5101902-3E7D42D5E883426A90A8B74FC2D5B969;Sim;Sim;Amazônia;80;-207,0098;Brasnorte;MT;"12°21'33,23"" S";"58°05'54,4"" O";19/10/2014;05/08/2018;--;Ativo;IRU;AT;Aguardando análise;--;1052,414;10,52;982,0614;68,9304;0;Não Analisada;0;982,0614;0;982,0614;66,8796;0
MT-5101902-42A1EFC5977D4311B21AE85318724BA8;Sim;Nâo;Amazônia;80;-49,78928;Brasnorte;MT;"12°36'08,38"" S";"57°52'18,7"" O";03/03/2015;14/02/2021;26/02/2021;Ativo;IRU;AT;Analisado sem pendências;--;1920,2629;19,2;1918,3009;0;0;Não Analisada;0;1535,452;0;1535,452;50,5476;0
MT-5101902-9941702D81254DBD96E8024AF7E0E612;Sim;Sim;Amazônia;80;778,15332;Brasnorte;MT;"12°10'06,6"" S";"58°13'38,3"" O";22/10/2014;05/08/2018;--;Ativo;IRU;AT;Aguardando análise;--;3096,9329;30,97;1659,9889;1433,2789;0;Não Analisada;1659,9889;0;0;1659,9889;39,4041;0
MT-5101902-8984B72BF43D40269BCB054C6B21E2E9;Sim;Sim;Amazônia;80;499,63358;Brasnorte;MT;"11°58'23,59"" S";"58°13'49,49"" O";22/10/2014;26/02/2021;--;Ativo;IRU;AT;Aguardando análise;--;1172,4126;11,72;362,1509;802,475;0;Não Analisada;362,1509;0;0;362,1509;76,1456;0
MT-5101902-844FE69EA9ED40ED8EB5E6CCAD55176B;Nâo;Nâo;Amazônia;80;-80,44374;Brasnorte;MT;"12°38'51,86"" S";"57°27'02,55"" O";06/11/2018;06/11/2018;--;Ativo;IRU;AT;Aguardando análise;--;2436,3132;24,36;2430,9302;0;0;Não Analisada;1945,3438;0;0;1945,3438;84,1505;0
MT-5101902-ADD3AF5D509F4255AFA9B2D46F804A1E;Sim;Sim;Amazônia;80;402,40954;Brasnorte;MT;"12°53'20,48"" S";"57°21'52,39"" O";19/10/2014;12/08/2020;--;Ativo;IRU;AT;Aguardando análise;--;950,0658;9,5;296,1403;653,6633;0;Não Analisada;296,1403;0;0;296,1403;61,5028;0
MT-5101902-76ABB547222D42268EB5E228E6445218;Sim;Sim;Amazônia;80;174,78318;Brasnorte;MT;"12°04'36,83"" S";"58°08'20,44"" O";22/10/2014;16/07/2020;--;Ativo;IRU;AT;Aguardando análise;--;522,7516;5,23;216,4947;299,9259;0;Não Analisada;216,4947;0;0;216,4947;26,9234;0
MT-5101902-1F484ED3EB894DDC871A56FA031E4DFA;Nâo;Nâo;Amazônia;80;-0,08434;Brasnorte;MT;"12°02'59,81"" S";"58°18'55,72"" O";05/08/2018;05/08/2018;--;Ativo;IRU;AT;Aguardando análise;--;813,4357;8,13;803,5174;0;0;Não Analisada;0;650,8329;0;650,8329;0;0
MT-5101902-490B1648D0374B2BB39439494FF15C90;Sim;Sim;Amazônia;80;-388,77586;Brasnorte;MT;"12°42'32,4"" S";"57°45'52,81"" O";10/06/2016;06/08/2018;--;Ativo;IRU;AT;Aguardando análise;--;2258,3813;22,58;2108,8551;129,6359;0;Não Analisada;2108,8551;0;0;2108,8551;86,6258;0
MT-5101902-6DA069C5861D485C9911388D6C113874;Nâo;Sim;Amazônia;80;1618,240935;Brasnorte;MT;"12°51'03,86"" S";"57°47'58,92"" O";03/06/2016;03/06/2016;--;Ativo;IRU;AT;Aguardando análise;--;2935,9097;29,3591;684,2575882;2220,257396;23,85585311;Não Analisada;0;0;684,2576;684,2576;46,22922461;0
MT-5101902-C7D90798546E49AE995CA294F99E7693;Nâo;Nâo;Amazônia;80;3467,209398;Brasnorte;MT;"12°43'37,59"" S";"57°53'02,76"" O";24/11/2014;24/11/2014;--;Ativo;IRU;AT;Aguardando análise;--;8864,7708;88,6477;4157,442714;4667,755424;0;Não Analisada;0;0;3384,0375;3384,0375;240,5697421;0
MT-5101902-DC4E923457CA4C2783F3B3479C67DB97;Nâo;Sim;Amazônia;80;998,2087109;Brasnorte;MT;"12°47'59,88"" S";"58°22'05,93"" O";18/02/2017;18/02/2017;--;Ativo;IRU;AT;Aguardando análise;--;2260,4402;22,6044;1226,061647;961,4450711;35,53144482;Não Analisada;0;0;778,7173;778,7173;31,4261491;0
